,Processor,Graphics Card,Screen Size(inch),RAM(GB),SSD(GB),link,OS,HDD(GB),brand,Normal,price EG,store
118, AMD Ryzen 5 5500U,ryzen 5 5500u,17.3,8.0,512,https://www.ubuy.com.eg/en/product/1ASP9KGK2-lenovo-ideapad-3-17-3-laptop-17-3-hd-1600-x-900-display-amd-ryzen-5-5500u-processor-8gb-ddr4-ram-512gb-m-2-ssd-storage-amd-radeon,1,0,Lenovo,1,10240.0,ubuy
119, Intel Core i3-1115G4,intel uhd graphics,17,4.0,256,https://www.ubuy.com.eg/en/product/3VYCIMWI4-hp-17-inch-laptop-11th-generation-intel-core-i5-1135g7-intel-iris-xe-graphics-8-gb-ram-256-gb-ssd-windows-11-home-17-cn0025nr-natural-silver,1,0,HP,1,8548.0,ubuy
120, Intel Core i5-1135G7,intel iris xe graphics,17,8.0,256,https://www.ubuy.com.eg/en/product/3VYCIMWI4-hp-17-inch-laptop-11th-generation-intel-core-i5-1135g7-intel-iris-xe-graphics-8-gb-ram-256-gb-ssd-windows-11-home-17-cn0025nr-natural-silver,1,0,HP,1,12287.0,ubuy
123, AMD Ryzen 7 5700U,ryzen 7 5700u octa-core,14,8.0,512,https://www.ubuy.com.eg/en/product/1AEN7VHA0-acer-swift-3-thin-light-laptop-14-full-hd-ips-100-srgb-display-amd-ryzen-7-5700u-octa-core-processor-8gb-lpddr4x-512gb-nvme-ssd,1,0,Acer,1,12989.0,ubuy
125, AMD Ryzen 7 5700U,ryzen 7 5700u octa-core,14,8.0,512,https://www.ubuy.com.eg/en/product/1AEN7VHA0-acer-swift-3-thin-light-laptop-14-full-hd-ips-100-srgb-display-amd-ryzen-7-5700u-octa-core-processor-8gb-lpddr4x-512gb-nvme-ssd,1,0,Acer,1,12989.0,ubuy
126,AMD Ryzen 9,geforce rtx 3050ti,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/4FHHWZPQW-asus-rog-strix-g15-15-6-fhd-amd-ryzen-9-5900hx-nvidia-geforce-rtx-3050ti-16gb-ram-1tb-ssd-eclipse-gray-windows-10-home-g513qe-wh96,2,1000,ASUS,1,24117.0,ubuy
127,Intel Core i7,geforce rtx 3060,17.3,16.0,1000,https://www.ubuy.com.eg/en/product/3TOMU0LYI-asus-tuf-gaming-f17-gaming-laptop-17-3-fhd-intel-core-i7-11800h-nvidia-geforce-rtx-3060-16gb-ram-1tb-ssd-eclipse-gray-windows-10-home,2,1000,ASUS,0,36513.0,ubuy
128,AMD Ryzen 7,geforce rtx 3070,16,16.0,512,https://www.ubuy.com.eg/en/product/40SHM3PVK-lenovo-legion-5-pro-16-gaming-laptop-amd-ryzen-7-16gb-ram-nvidia-geforce-rtx-3070-512gb-ssd-windows-11-home-storm-grey-82jq00f9us,2,512,Lenovo,0,30676.0,ubuy
129,AMD Ryzen 7,radeon rx5500m,15,16.0,512,https://www.ubuy.com.eg/en/product/3VHUQRXCG-msi-bravo-15-b5dd-085-15-amd-gaming-laptop-amd-ryzen-7-5800h-16gb-ram-512gb-nvme-ssd-windows-10-aluminum-black,2,512,MSI,0,15372.0,ubuy
130, AMD Ryzen 5 3450U,ryzen 5 3450u,15.6,8.0,256,https://www.ubuy.com.eg/en/product/1BUGAUSQ8-gateway-15-6-fhd-ultra-slim-notebook-amd-ryzen-5-3450u-8gb-ram-256gb-ssd-tuned-by-thx-audio-fingerprint-scanner-1mp-webcam-hdmi,1,256,Gateway,1,9469.0,ubuy
131,Intel Core i7-11800H,geforce rtx 3060,15.6,16.0,4,https://www.ubuy.com.eg/en/product/3TVNNQ4IY-acer-predator-helios-300-gaming-laptop-11th-gen-intel-core-i7-11800h-15-6-full-hd-ips-144hz-display-16gb-ddr4-512gb-pcie-gen-4-ssd-1tb-7200rpm,2,512,Acer,0,30676.0,ubuy
132,AMD Ryzen 5 5500U,ryzen 5,15.6,8.0,256,https://www.ubuy.com.eg/en/product/1GAZ1F4YW-hp-15-6-fhd-ryzen-5-5500-8gb-ram-256gb-ssd-silver-windows-10-home-15-ef2127wm,2,256,HP,1,11415.0,ubuy
133,AMD Ryzen 3 3250U,ryzen 3-3250u,15.5,4.0,128,https://www.ubuy.com.eg/en/product/1GAZ1F510-hp-15-6-fhd-ryzen-3-3250-4gb-ram-128gb-ssd-silver-windows-10-home-in-s-mode-15-ef1300wm,2,128,HP,1,8790.0,ubuy
134,Intel Core i5,geforce rtx 3050,15.6,8.0,512,https://www.ubuy.com.eg/en/product/1I8GASPPQ-asus-tuf-core-i5-gaming-laptop-15-6-fhd-ips-type-display-intel-core-i5-11260h-geforce-rtx-3050-8gb-ddr4-512gb-pcie-ssd-gigabit-wi-fi-6-windows,2,512,ASUS,0,18651.0,ubuy
135,AMD Ryzen,ryzen 3 4gb/1tb laptop-,14,4.0,0,https://www.ubuy.com.eg/en/product/3CXG60-hp-14-ryzen-3-4gb-1tb-laptop-silver-google-classroom-compatible,2,1000,HP,1,9906.0,ubuy
136,Intel Core i5-1035G1,intel uhd graphics,17.3,8.0,128,https://www.ubuy.com.eg/en/product/1VVCKBC-asus-vivobook-17-3-i5-8gb-128gb-1tb-laptop-intel-core-i5-1035g1-processor-8gb-ddr4-ram-128gb-ssd-1tb,2,1128,ASUS,1,14235.0,ubuy
137,AMD Ryzen 5 5500U,ryzen 5 5500u,15.6,8.0,256,https://www.ubuy.com.eg/en/product/3VJ36EG6I-lenovo-ideapad-3-15-laptop-15-6-amd-ryzen-5-5500u-8gb-ram-256gb-ssd-windows-11-home-abyss-blue-82ku00yuus,2,256,Lenovo,1,9906.0,ubuy
138,AMD Ryzen 5 5500U,ryzen 5 5500u,15.6,8.0,256,https://www.ubuy.com.eg/en/product/3VJ36EG6I-lenovo-ideapad-3-15-laptop-15-6-amd-ryzen-5-5500u-8gb-ram-256gb-ssd-windows-11-home-abyss-blue-82ku00yuus,2,256,Lenovo,1,9906.0,ubuy
139,AMD Ryzen 5 5500U,ryzen 5 5500u,15.6,8.0,256,https://www.ubuy.com.eg/en/product/3VJ36EG6I-lenovo-ideapad-3-15-laptop-15-6-amd-ryzen-5-5500u-8gb-ram-256gb-ssd-windows-11-home-abyss-blue-82ku00yuus,2,256,Lenovo,1,9906.0,ubuy
140,Intel® Core™ i5-1135G7 Processor,iris® xe graphics,14.1,16.0,512,https://www.ubuy.com.eg/en/product/1HXV9GGSW-gateway-14-1-ultra-slim-notebook-fhd-intel-core-i5-1135g7-quad-core-16gb-ram-512gb-ssd-tuned-by-thx-audio-fingerprint-scanner-1-0mp-webcam,2,512,Gateway,1,13950.0,ubuy
141,AMD Ryzen 5 4500U • 6-Core,ryzen 5-4500u,15,8.0,512,https://www.ubuy.com.eg/en/product/3CXAAW-hp-pavilion-15-fhd-amd-ryzen-5-4500u-8gb-ram-512gb-ssd-horizon-blue,2,512,HP,1,12114.0,ubuy
142,AMD Ryzen 3 4300U,ryzen 3 4300u,14,4.0,128,https://www.ubuy.com.eg/en/product/3CXATW-lenovo-ideapad-flex-5-14-fhd-convertible-amd-ryzen-3-4300u-4gb-ram-128gb-ssd-graphite-grey-windows-1,2,128,Lenovo,1,9491.0,ubuy
143,Intel Core i7,geforce rtx 3050 ti,17.3,16.0,512,https://www.ubuy.com.eg/en/product/1CFQDCDG0-msi-katana-gf76-11ud-001-17-3-gaming-laptop-intel-core-i7-11800h-nvidia-geforce-rtx-3050-ti-16gb-memory-512gb-nvme-ssd-windows-10,2,512,MSI,0,23024.0,ubuy
144, AMD Ryzen 5 4500U,ryzen 5 4500u,14.0,16.0,256,https://www.ubuy.com.eg/en/product/3E9AD4-lenovo-flex-5-14-2-in-1-laptop-14-0-fhd-1920-x-1080-touch-display-amd-ryzen-5-4500u-processor-16gb-d,1,0,Lenovo,1,14363.0,ubuy
145,AMD Ryzen 5,ryzen 5 surface edition,13.5,16.0,256,https://www.ubuy.com.eg/en/product/1CDAXNY6-microsoft-surface-laptop-4-13-5-touch-screen-intel-core-i7-16gb-512gb-solid-state-drive-latest-model,1,0,Microsoft,1,24143.0,ubuy
146,AMD Ryzen 5,ryzen 5 surface edition,15,16.0,256,https://www.ubuy.com.eg/en/product/1CDAXNY6-microsoft-surface-laptop-4-13-5-touch-screen-intel-core-i7-16gb-512gb-solid-state-drive-latest-model,1,0,Microsoft,1,24143.0,ubuy
147,AMD Ryzen 5,ryzen 5 surface edition,13.5,16.0,256,https://www.ubuy.com.eg/en/product/1CDAXNY6-microsoft-surface-laptop-4-13-5-touch-screen-intel-core-i7-16gb-512gb-solid-state-drive-latest-model,1,0,Microsoft,1,24143.0,ubuy
148,AMD Ryzen 5,ryzen 5 surface edition,13.5,16.0,256,https://www.ubuy.com.eg/en/product/1CDAXNY6-microsoft-surface-laptop-4-13-5-touch-screen-intel-core-i7-16gb-512gb-solid-state-drive-latest-model,1,0,Microsoft,1,24143.0,ubuy
149, Intel Core i9-12900H,geforce rtx 3070 ti,17.3,16.0,1000,https://www.ubuy.com.eg/en/product/4RNO49BA8-asus-rog-strix-scar-17-2022-gaming-laptop-17-3-360hz-ips-fhd-display-nvidia-geforce-rtx-3070-ti-intel-core-i9-12900h-16gb-ddr5-1tb-ssd,1,0,ASUS,0,48725.0,ubuy
151, AMD Ryzen 5 5500U,ryzen 5 5500u 6-core(be,15.6,8.0,256,https://www.ubuy.com.eg/en/product/47M6NXRQE-newest-2022-hp-15-6-fhd-micro-edge-laptop-amd-ryzen-5-5500u-6-core-beat-i7-1160g7-up-to-4ghz-16gb-ram-512gb-pcie-ssd-amd-radeon-graphics,1,0,Newest,1,12545.0,ubuy
152, AMD Ryzen 5 5500U,ryzen 5 5500u 6-core(be,15.6,8.0,512,https://www.ubuy.com.eg/en/product/47M6NXRQE-newest-2022-hp-15-6-fhd-micro-edge-laptop-amd-ryzen-5-5500u-6-core-beat-i7-1160g7-up-to-4ghz-16gb-ram-512gb-pcie-ssd-amd-radeon-graphics,1,0,Newest,1,13814.0,ubuy
153, AMD Ryzen 5 5500U,ryzen 5 5500u 6-core(be,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/47M6NXRQE-newest-2022-hp-15-6-fhd-micro-edge-laptop-amd-ryzen-5-5500u-6-core-beat-i7-1160g7-up-to-4ghz-16gb-ram-512gb-pcie-ssd-amd-radeon-graphics,1,0,Newest,1,14892.0,ubuy
154, AMD Ryzen 5 5500U,ryzen 5 5500u 6-core(be,15.6,16.0,256,https://www.ubuy.com.eg/en/product/47M6NXRQE-newest-2022-hp-15-6-fhd-micro-edge-laptop-amd-ryzen-5-5500u-6-core-beat-i7-1160g7-up-to-4ghz-16gb-ram-512gb-pcie-ssd-amd-radeon-graphics,1,0,Newest,1,13814.0,ubuy
155, AMD Ryzen 5 5500U,ryzen 5 5500u 6-core(be,15.6,16.0,512,https://www.ubuy.com.eg/en/product/47M6NXRQE-newest-2022-hp-15-6-fhd-micro-edge-laptop-amd-ryzen-5-5500u-6-core-beat-i7-1160g7-up-to-4ghz-16gb-ram-512gb-pcie-ssd-amd-radeon-graphics,1,0,Newest,1,14025.0,ubuy
156, AMD Ryzen 5 5500U,ryzen 5 5500u 6-core(be,15.6,32.0,1000,https://www.ubuy.com.eg/en/product/47M6NXRQE-newest-2022-hp-15-6-fhd-micro-edge-laptop-amd-ryzen-5-5500u-6-core-beat-i7-1160g7-up-to-4ghz-16gb-ram-512gb-pcie-ssd-amd-radeon-graphics,1,0,Newest,1,20157.0,ubuy
157,(AMD Ryzen 5 4500U,ryzen 5 4500u 6-core,15.6,16.0,256,https://www.ubuy.com.eg/en/product/47P2V2QEA-lenovo-thinkpad-e15-gen-2-home-business-laptop-amd-ryzen-5-4500u-6-core-16gb-ram-512gb-pcie-ssd-amd-radeon-15-6-full-hd-1920x1080,1,0,Lenovo,1,17197.0,ubuy
158,(AMD Ryzen 5 4500U,ryzen 5 4500u 6-core,15.6,16.0,512,https://www.ubuy.com.eg/en/product/47P2V2QEA-lenovo-thinkpad-e15-gen-2-home-business-laptop-amd-ryzen-5-4500u-6-core-16gb-ram-512gb-pcie-ssd-amd-radeon-15-6-full-hd-1920x1080,1,0,Lenovo,1,18802.0,ubuy
159,(AMD Ryzen 5 4500U,ryzen 5 4500u 6-core,15.6,24.0,1000,https://www.ubuy.com.eg/en/product/47P2V2QEA-lenovo-thinkpad-e15-gen-2-home-business-laptop-amd-ryzen-5-4500u-6-core-16gb-ram-512gb-pcie-ssd-amd-radeon-15-6-full-hd-1920x1080,1,0,Lenovo,1,21637.0,ubuy
160,(AMD Ryzen 5 4500U,ryzen 5 4500u 6-core,15.6,24.0,256,https://www.ubuy.com.eg/en/product/47P2V2QEA-lenovo-thinkpad-e15-gen-2-home-business-laptop-amd-ryzen-5-4500u-6-core-16gb-ram-512gb-pcie-ssd-amd-radeon-15-6-full-hd-1920x1080,1,0,Lenovo,1,18043.0,ubuy
161,(AMD Ryzen 5 4500U,ryzen 5 4500u 6-core,15.6,24.0,512,https://www.ubuy.com.eg/en/product/47P2V2QEA-lenovo-thinkpad-e15-gen-2-home-business-laptop-amd-ryzen-5-4500u-6-core-16gb-ram-512gb-pcie-ssd-amd-radeon-15-6-full-hd-1920x1080,1,0,Lenovo,1,20157.0,ubuy
162,(AMD Ryzen 5 4500U,ryzen 5 4500u 6-core,15.6,40.0,1000,https://www.ubuy.com.eg/en/product/47P2V2QEA-lenovo-thinkpad-e15-gen-2-home-business-laptop-amd-ryzen-5-4500u-6-core-16gb-ram-512gb-pcie-ssd-amd-radeon-15-6-full-hd-1920x1080,1,0,Lenovo,1,20157.0,ubuy
163,(AMD Ryzen 5 4500U,ryzen 5 4500u 6-core,15.6,40.0,512,https://www.ubuy.com.eg/en/product/47P2V2QEA-lenovo-thinkpad-e15-gen-2-home-business-laptop-amd-ryzen-5-4500u-6-core-16gb-ram-512gb-pcie-ssd-amd-radeon-15-6-full-hd-1920x1080,1,0,Lenovo,1,23329.0,ubuy
164,Intel Celeron N4120,intel uhd graphics 600,14,4.0,64,https://www.ubuy.com.eg/en/product/40THCM6U0-hp-chromebook-14-laptop-intel-celeron-n4020-4-gb-ram-32-gb-emmc-14-hd-micro-edge-display-chrome-os-thin-portable-4k-graphics-long,1,0,HP,1,6222.0,ubuy
165, Gen Intel i7-10510U,intel i7-10510u up to 4,14,32.0,4000,https://www.ubuy.com.eg/en/product/8MNPWM-latest-gen-8-lenovo-thinkpad-x1-carbon-14-fhd-ultrabook-400-nits-with-10th-gen-intel-i7-10510u-proce,1,0,Latest,1,44475.0,ubuy
166, Gen Intel i7-10510U,intel i7-10510u process,14,16.0,1000,https://www.ubuy.com.eg/en/product/8MNPWM-latest-gen-8-lenovo-thinkpad-x1-carbon-14-fhd-ultrabook-400-nits-with-10th-gen-intel-i7-10510u-proce,1,0,Latest,1,34684.0,ubuy
167,FHD 1080P,ryzen 7-5700u(up to 4.3,15.6,8.0,512,https://www.ubuy.com.eg/en/product/4F738V5FG-2022-newest-hp-pavilion-15-6-fhd-1080p-ips-laptop-8-core-amd-ryzen-7-5700u-up-to-4-3ghz-beat-i7-1180g7-32gb-ram-1tb-nvme-ssd-numpad-hdmi,1,0,2022,1,15717.0,ubuy
168,FHD 1080P,ryzen 7-5700u(up to 4.3,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/4F738V5FG-2022-newest-hp-pavilion-15-6-fhd-1080p-ips-laptop-8-core-amd-ryzen-7-5700u-up-to-4-3ghz-beat-i7-1180g7-32gb-ram-1tb-nvme-ssd-numpad-hdmi,1,0,2022,1,18043.0,ubuy
169,FHD 1080P,ryzen 7-5700u(up to 4.3,15.6,16.0,512,https://www.ubuy.com.eg/en/product/4F738V5FG-2022-newest-hp-pavilion-15-6-fhd-1080p-ips-laptop-8-core-amd-ryzen-7-5700u-up-to-4-3ghz-beat-i7-1180g7-32gb-ram-1tb-nvme-ssd-numpad-hdmi,1,0,2022,1,17006.0,ubuy
170,FHD 1080P,ryzen 7-5700u(up to 4.3,15.6,32.0,1000,https://www.ubuy.com.eg/en/product/4F738V5FG-2022-newest-hp-pavilion-15-6-fhd-1080p-ips-laptop-8-core-amd-ryzen-7-5700u-up-to-4-3ghz-beat-i7-1180g7-32gb-ram-1tb-nvme-ssd-numpad-hdmi,1,0,2022,1,19946.0,ubuy
171,FHD 1080P,ryzen 7-5700u(up to 4.3,15.6,32.0,2000,https://www.ubuy.com.eg/en/product/4F738V5FG-2022-newest-hp-pavilion-15-6-fhd-1080p-ips-laptop-8-core-amd-ryzen-7-5700u-up-to-4-3ghz-beat-i7-1180g7-32gb-ram-1tb-nvme-ssd-numpad-hdmi,1,0,2022,1,21849.0,ubuy
172,FHD 1080P,ryzen 7-5700u(up to 4.3,15.6,64.0,2000,https://www.ubuy.com.eg/en/product/4F738V5FG-2022-newest-hp-pavilion-15-6-fhd-1080p-ips-laptop-8-core-amd-ryzen-7-5700u-up-to-4-3ghz-beat-i7-1180g7-32gb-ram-1tb-nvme-ssd-numpad-hdmi,1,0,2022,1,26501.0,ubuy
173,Intel Core i7,geforce rtx 2070,17.3,16.0,512,https://www.ubuy.com.eg/en/product/37PIVV6-asus-rog-strix-g17-g712lw-es74-core-i7-10750h-2-6-ghz-win-10-home-64-bit-16-gb-ram-512-gb-ssd-nvme-1,2,512,ASUS,0,49781.0,ubuy
174,AMD Ryzen 7,geforce rtx 3070,16,16.0,512,https://www.ubuy.com.eg/en/product/1BDGJ7LTE-lenovo-legion-5-pro-16-gaming-laptop-amd-ryzen-7-16gb-ram-nvidia-geforce-rtx-3070-512gb-ssd-windows-10-home-gray-82jq008nus,2,512,Lenovo,0,34808.0,ubuy
175,AMD Ryzen 9,geforce rtx 3060,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/1ARR6W3QY-asus-rog-strix-g513-r9-gaming-laptop-15-6-144hz-ips-type-full-hd-display-nvidia-geforce-rtx-3060-amd-ryzen-9-5900hx-16gb-ddr4-1tb-pcie-nvme-ssd,2,1000,ASUS,0,43815.0,ubuy
176,Intel Core i5,geforce gtx 1650,15.6,8.0,512,https://www.ubuy.com.eg/en/product/1T1LQXQ-lenovo-l340-15-gaming-15-6-fhd-intel-core-i5-9300hf-nvidia-geforce-gtx-1650-8gb-ram-512gb-ssd-black,2,512,Lenovo,0,18017.0,ubuy
177,AMD Ryzen 3 5300U,ryzen 3 5300u,14,4.0,128,https://www.ubuy.com.eg/en/product/1AEN0FNY8-lenovo-ideapad-flex-5-14-fhd-touchscreen-laptop-amd-ryzen-3-4gb-ram-128gb-ssd-windows-10-gray-82hu003jus,2,128,Lenovo,1,10475.0,ubuy
178,AMD Ryzen 3 5300U,ryzen 3,14,4.0,128,https://www.ubuy.com.eg/en/product/1AEN0FNY8-lenovo-ideapad-flex-5-14-fhd-touchscreen-laptop-amd-ryzen-3-4gb-ram-128gb-ssd-windows-10-gray-82hu003jus,2,128,Lenovo,1,12093.0,ubuy
179,AMD Ryzen 3 5300U,ryzen 3 5300u,14,4.0,128,https://www.ubuy.com.eg/en/product/1AEN0FNY8-lenovo-ideapad-flex-5-14-fhd-touchscreen-laptop-amd-ryzen-3-4gb-ram-128gb-ssd-windows-10-gray-82hu003jus,2,128,Lenovo,1,10562.0,ubuy
180,AMD Ryzen 3 325OU,ryzen 3 3250u,15.60,4.0,0,https://www.ubuy.com.eg/en/product/3CXF5C-hp-15-amd-ryzen-3-3250u-4gb-sdram-1tb-hdd-128gb-ssd-natural-silver-windows-10-15-gw0010wm-google-cla,2,1,HP,1,9814.0,ubuy
181,Intel® Core™ i7-10750H Processor,geforce rtx 2060,17.3,16.0,512,https://www.ubuy.com.eg/en/product/CXQMZB4-evoo-gaming-17-3-laptop-fhd-144hz-intel-core-i7-10750h-processor-nvidia-geforce-rtx-2060-thx-spatial,2,512,EVOO,0,32883.0,ubuy
182,Intel Core i7-10750H,gtx 1660ti 8gb/512gb ga,15.6,8.0,0,https://www.ubuy.com.eg/en/product/3GPM96-msi-gf65-thin-i7-gtx-1660ti-8gb-512gb-gaming-laptop,2,512,MSI,0,22171.0,ubuy
183,Intel® Core™ i5-10300H Processor,geforce gtx 1650,15.6,8.0,256,https://www.ubuy.com.eg/en/product/4PQQTYK-evoo-gaming-15-6-laptop-fhd-60hz-intel-core-i5-10300h-processor-nvidia-geforce-gtx-1650-thx-spatial,2,256,EVOO,0,24139.0,ubuy
184,Intel Core i7-1180H,geforce rtx 3060,17.3,16.0,1000,https://www.ubuy.com.eg/en/product/1AS82JHJM-msi-ge76-raider-gaming-laptop-2021-1tb-ssd-16gb-ram-17-3-fhd-144-hz-intel-core-i7-1180h-11th-gen-nvidia-geforce-rtx-3060-titanium-blue,2,1,MSI,0,38004.0,ubuy
185,Intel Core i5-1035G1,intel uhd graphics,17.3,8.0,0,https://www.ubuy.com.eg/en/product/FH2SKFS-acer-aspire-3-laptop-17-3-hd-intel-core-i5-1035g1-8gb-ram-1tb-hdd-intel-uhd-graphics-windows-10-a317,2,1000,Acer,1,13186.0,ubuy
186,Intel Core i7-11800H,geforce rtx 3070,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/4DGOBWADK-acer-predator-triton-300-pt315-53-7691-gaming-laptop-11th-gen-intel-core-i7-11800h-15-6-qhd-2560-x-1440-display-165hz-16gb-ddr4-1tb-nvme-ssd,2,1000,Acer,0,37475.0,ubuy
187,Intel® Core i7-10750H,gtx 1660ti 8gb/512gb ga,15.6,8.0,0,https://www.ubuy.com.eg/en/product/EXPKUC2-msi-gf65-thin-i7-gtx-1660ti-8gb-512gb-gaming-laptop-15-6-fhd-120hz-display-intel-core-i7-10750h-nvid,2,512,MSI,0,23045.0,ubuy
188,Intel Core i7,geforce rtx 2070,15.6,16.0,512,https://www.ubuy.com.eg/en/product/3GPMD4-asus-rog-g512-strix-i7-rtx-2070-16gb-512gb-gaming-laptop,2,512,ASUS,0,28030.0,ubuy
189,10th Generation Intel Core i5-10300H,geforce rtx 3050ti,15.6,16.0,512,https://www.ubuy.com.eg/en/product/1CF5AODCY-acer-nitro-5-an515-55-57c4-gaming-laptop,2,512,Acer,0,26422.0,ubuy
190,"Intel Core i5, Core i5",geforce gtx 1650 4 gb,15.6,8.0,256,https://www.ubuy.com.eg/en/product/3E4HUI-acer-nitro-5-an515-54-5812-core-i5-9300h-2-4-ghz-win-10-home-64-bit-8gb-ram-256-gb-ssd-nvme-15-6-ips,2,256,Acer,0,21755.0,ubuy
191,11th Generation Intel® Core™ i5-1135G7 Processor 2.4GHz Windows 10 Home with Turbo Boost Technology(1) up to 4.2GHz (8MB Smart Cache),intel iris xe graphics,13.5,8.0,512,https://www.ubuy.com.eg/en/product/1TZWT68-acer-swift-3-intel-evo-thin-light-laptop-13-5-2256-x-1504-ips-intel-core-i5-1135g7-intel-iris-xe-gra,2,512,Acer,1,15895.0,ubuy
192, AMD Ryzen 7 5800H,geforce rtx 3060 6gb gd,16,6.0,1000,https://www.ubuy.com.eg/en/product/499JNWVT8-lenovo-legion-5-pro-16-165hz-qhd-ips-nvidia-g-sync-500-nits-gaming-laptop-amd-ryzen-7-5800h-16gb-ram-1tb-ssd-rtx-3070-8gb-gddr6-tgp-130w,1,0,2022,0,31785.0,ubuy
193, AMD Ryzen 7-5800H,ryzen 7-5800h 16gb ,16,16.0,1000,https://www.ubuy.com.eg/en/product/499JNWVT8-lenovo-legion-5-pro-16-165hz-qhd-ips-nvidia-g-sync-500-nits-gaming-laptop-amd-ryzen-7-5800h-16gb-ram-1tb-ssd-rtx-3070-8gb-gddr6-tgp-130w,1,0,Lenovo,0,33288.0,ubuy
194,AMD Ryzen 9,geforce rtx 3070 - 1tb ,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/31142ME-asus-rog-zephyrus-15-6-qhd-gaming-laptop-amd-ryzen-9-16gb-memory-nvidia-geforce-rtx-3070-1tb-ssd-ecl,1,0,ASUS,0,37645.0,ubuy
195, Intel Core i5-11320H,intel iris xe graphics,15.6,8.0,512,https://www.ubuy.com.eg/en/product/479XEPF74-dell-inspiron-15-5510-15-6-inch-business-laptop-fhd-non-touch-display-intel-core-i5-11320h-8gb-ddr4-ram-512gb-ssd-intel-iris-xe-graphics,1,0,Dell,1,13982.0,ubuy
196, Intel Core i7-11390H,geforce mx450,15.6,8.0,512,https://www.ubuy.com.eg/en/product/479XEPF74-dell-inspiron-15-5510-15-6-inch-business-laptop-fhd-non-touch-display-intel-core-i5-11320h-8gb-ddr4-ram-512gb-ssd-intel-iris-xe-graphics,1,0,Dell,1,19692.0,ubuy
197, Intel Core i7-11390H,intel iris xe graphics,15.6,8.0,512,https://www.ubuy.com.eg/en/product/479XEPF74-dell-inspiron-15-5510-15-6-inch-business-laptop-fhd-non-touch-display-intel-core-i5-11320h-8gb-ddr4-ram-512gb-ssd-intel-iris-xe-graphics,1,0,Dell,1,19692.0,ubuy
198, Intel Core i7-11390H,geforce mx450,15.6,8.0,512,https://www.ubuy.com.eg/en/product/479XEPF74-dell-inspiron-15-5510-15-6-inch-business-laptop-fhd-non-touch-display-intel-core-i5-11320h-8gb-ddr4-ram-512gb-ssd-intel-iris-xe-graphics,1,0,Dell,1,19692.0,ubuy
199, Intel UHD Graphics 610,intel uhd graphics 610 ,15,4.0,128,https://www.ubuy.com.eg/en/product/3IMZHS-dell-inspiron-3583-15-laptop-intel-celeron-128gb-ssd-4gb-ddr4-1-6ghz-intel-uhd-graphics-610-windows,1,0,Dell,1,7364.0,ubuy
201, Intel Core i5-10300H,gtx 1650,15.6,8.0,512,https://www.ubuy.com.eg/en/product/4MCH5ZJ5I-asus-tuf-gaming-f15-gaming-laptop-15-6-144hz-fhd-ips-type-display-intel-core-i5-10300h-processor-geforce-gtx-1650-8gb-ddr4-ram-512gb-pcie-ssd,1,0,ASUS,0,14448.0,ubuy
202,FHD 1080p,rtx3050 ti,15.6,16.0,512,https://www.ubuy.com.eg/en/product/412YHAG8C-dell-gaming-g15-5511-15-6-inch-inch-fhd-120hz-non-touch-laptop-intel-core-i7-11800h-16gb-ddr4-ram-512gb-ssd-nvidia-geforce-rtx-3060-6gb-gddr6,1,0,Dell,0,24407.0,ubuy
203,FHD 1080p,rtx 3060,15.6,16.0,512,https://www.ubuy.com.eg/en/product/412YHAG8C-dell-gaming-g15-5511-15-6-inch-inch-fhd-120hz-non-touch-laptop-intel-core-i7-11800h-16gb-ddr4-ram-512gb-ssd-nvidia-geforce-rtx-3060-6gb-gddr6,1,0,Dell,0,27156.0,ubuy
204,Intel i3-1005G,intel i3-1005g1 cpu,15.6,8.0,128,https://www.ubuy.com.eg/en/product/3CX9NO-asus-f512ja-as34-vivobook-15-thin-and-light-laptop-15-6-fhd-display-intel-i3-1005g1-cpu-8gb-ram-128g,2,0,ASUS,1,8971.0,ubuy
205,Intel Core i7,geforce rtx 2070 super,15.6,16.0,512,https://www.ubuy.com.eg/en/product/LBLW2H12-asus-rog-strix-g15-gaming-laptop-15-6-144hz-fhd-ips-type-display-nvidia-geforce-rtx-2070-super-intel,2,512,ASUS,0,30982.0,ubuy
206,Intel Core i7-9750H,geforce gtx 1660 ti 6gb,15.6,16.0,256,https://www.ubuy.com.eg/en/product/3SNW3F0-omen-by-hp-15-6-gaming-laptop-intel-core-i7-9750h-nvidia-geforce-gtx-1660-ti-6gb-16gb-ram-256gb-ssd,2,256,HP,0,29582.0,ubuy
207,AMD Ryzen 5,ryzen 5 3500u ,14,8.0,256,https://www.ubuy.com.eg/en/product/33BFIO2-lenovo-ideapad-3-14-laptop-14-0-fhd-display-amd-ryzen-5-3500u-processor-8gb-ddr4-ram-256gb-ssd-abyss,2,256,Lenovo,1,11459.0,ubuy
