,Processor,Graphics Card,Screen Size(inch),RAM(GB),SSD(GB),link,OS,HDD(GB),brand,Normal,price EG,store
208,Intel® Core™ i5,iris® xe graphics,15.6,16.0,512,https://www.ubuy.com.eg/en/product/3NSX3EQGO-gateway-15-6-ultra-slim-notebook-fhd-intel-core-i5-1135g7-intel-iris-xe-graphics-512gb-ssd-16gb-ram-tuned-by-thx-fingerprint,1,0,Gateway,1,12748.0,ubuy
209,Intel® Core™ i5,iris® xe graphics,15.6,16.0,512,https://www.ubuy.com.eg/en/product/3NSX3EQGO-gateway-15-6-ultra-slim-notebook-fhd-intel-core-i5-1135g7-intel-iris-xe-graphics-512gb-ssd-16gb-ram-tuned-by-thx-fingerprint,1,0,Gateway,1,12748.0,ubuy
211,Intel Core i7-9750H,geforce rtx 2060 graphi,1,32.0,1000,https://www.ubuy.com.eg/en/product/2I1LWRU-msi-15-6-ge63-raider-rgb-882-gaming-laptop-with-intel-core-i7-9750h-processor-nvidia-geforce-rtx-206,2,1000,MSI,0,41754.0,ubuy
212,Intel Core i7,rtx 3050 4gb gddr6,15.6,16.0,512,https://www.ubuy.com.eg/en/product/3MT3PG5JW-msi-crosshr15264-crosshair-15-15-6-inch-gaming-laptop-i7-16gb-0512gb-windows-10,2,512,MSI,0,24255.0,ubuy
213,AMD Ryzen 5 5600H,radeon rx 5500m (4gb gd,16.1,8.0,256,https://www.ubuy.com.eg/en/product/3UO01UMGA-victus-by-hp-laptop-16-e0011wm,2,256,HP,1,14935.0,ubuy
214,AMD Ryzen 5,ryzen 5 2500u quad-core,15.6,8.0,256,https://www.ubuy.com.eg/en/product/4E6TWBU-lenovo-ideapad-330s-15-6-laptop-windows-10-amd-ryzen-5-2500u-quad-core-processor-8gb-memory-256gb-st,2,256,Lenovo,1,9906.0,ubuy
215,AMD Ryzen 5,ryzen 5 2500u quad-core,15.6,8.0,256,https://www.ubuy.com.eg/en/product/4E6TWBU-lenovo-ideapad-330s-15-6-laptop-windows-10-amd-ryzen-5-2500u-quad-core-processor-8gb-memory-256gb-st,2,256,Lenovo,1,9906.0,ubuy
216, AMD Ryzen 5 5500U,ryzen 5 5500u,15.6,8.0,512,https://www.ubuy.com.eg/en/product/1H0XLBUTW-asus-vivobook-15-m515-thin-and-light-laptop-15-6-ips-fhd-display-amd-ryzen-7-5700u-8gb-ddr4-ram-512gb-pcie-ssd-fingerprint-reader-windows-10,1,0,ASUS,1,16614.0,ubuy
217, AMD Ryzen 7 5700U,ryzen 7 5700u,15.6,8.0,512,https://www.ubuy.com.eg/en/product/1H0XLBUTW-asus-vivobook-15-m515-thin-and-light-laptop-15-6-ips-fhd-display-amd-ryzen-7-5700u-8gb-ddr4-ram-512gb-pcie-ssd-fingerprint-reader-windows-10,1,0,ASUS,1,13412.0,ubuy
218, Intel Core i7-1165G7,intel iris xe graphics,15.6,16.0,512,https://www.ubuy.com.eg/en/product/47X8SK8XU-dell-inspiron-15-3501-15-6-inch-fhd-non-touch-laptop-intel-core-i7-1165g7-16gb-ddr4-ram-512gb-ssd-intel-iris-xe-graphics-windows-10-home,1,0,Dell,1,18233.0,ubuy
219, AMD Ryzen 9 5900HX,geforce rtx 3080,15.6,32.0,1000,https://www.ubuy.com.eg/en/product/11NVA5QY-asus-rog-strix-scar-15-2021-gaming-laptop-15-6-165hz-ips-qhd-nvidia-geforce-rtx-3080-amd-ryzen-9-590,1,0,ASUS,0,50712.0,ubuy
220, AMD Ryzen 5 5500U,ryzen 5 5500u,14.0,8.0,256,https://www.ubuy.com.eg/en/product/1BDFBT2BC-lenovo-ideapad-3-14-14-0-laptop-14-0-fhd-1920-x-1080-display-amd-ryzen-5-5500u-processor-8gb-ddr4-ram-256gb-nvme-tlc-ssd-storage,1,0,Lenovo,1,11509.0,ubuy
221, Intel Core i5-1135G7,intel uhd graphics with shared graphics memory,15.6,8.0,256,https://www.ubuy.com.eg/en/product/3U0HLTNS6-dell-inspiron-15-3511-15-6-inch-fhd-non-touch-laptop-intel-core-i3-1115g4-8gb-ddr4-ram-256gb-ssd-intel-uhd-graphics-windows-11-home-carbon,1,0,Dell,1,13179.0,ubuy
222, Intel Core i5-1135G7,integrated,15.6,12.0,256,https://www.ubuy.com.eg/en/product/3U0HLTNS6-dell-inspiron-15-3511-15-6-inch-fhd-non-touch-laptop-intel-core-i3-1115g4-8gb-ddr4-ram-256gb-ssd-intel-uhd-graphics-windows-11-home-carbon,1,0,Dell,1,13179.0,ubuy
223, Intel Core i5-1135G7,iris xe,15.6,12.0,256,https://www.ubuy.com.eg/en/product/3U0HLTNS6-dell-inspiron-15-3511-15-6-inch-fhd-non-touch-laptop-intel-core-i3-1115g4-8gb-ddr4-ram-256gb-ssd-intel-uhd-graphics-windows-11-home-carbon,1,0,Dell,1,12989.0,ubuy
224, Intel Core i5-1135G7,intel uhd graphics with shared graphics memory,15.6,12.0,256,https://www.ubuy.com.eg/en/product/3U0HLTNS6-dell-inspiron-15-3511-15-6-inch-fhd-non-touch-laptop-intel-core-i3-1115g4-8gb-ddr4-ram-256gb-ssd-intel-uhd-graphics-windows-11-home-carbon,1,0,Dell,1,12989.0,ubuy
225, Intel Core i5-1135G7,iris xe,15.6,8.0,256,https://www.ubuy.com.eg/en/product/3U0HLTNS6-dell-inspiron-15-3511-15-6-inch-fhd-non-touch-laptop-intel-core-i3-1115g4-8gb-ddr4-ram-256gb-ssd-intel-uhd-graphics-windows-11-home-carbon,1,0,Dell,1,12989.0,ubuy
226, Intel Core i5-1135G7,iris xe,15.6,8.0,256,https://www.ubuy.com.eg/en/product/3U0HLTNS6-dell-inspiron-15-3511-15-6-inch-fhd-non-touch-laptop-intel-core-i3-1115g4-8gb-ddr4-ram-256gb-ssd-intel-uhd-graphics-windows-11-home-carbon,1,0,Dell,1,12989.0,ubuy
227, Intel Core i5-1135G7,iris xe,15.6,12.0,256,https://www.ubuy.com.eg/en/product/3U0HLTNS6-dell-inspiron-15-3511-15-6-inch-fhd-non-touch-laptop-intel-core-i3-1115g4-8gb-ddr4-ram-256gb-ssd-intel-uhd-graphics-windows-11-home-carbon,1,0,Dell,1,13179.0,ubuy
228, Intel Core i5-1135G7,integrated,15.6,8.0,256,https://www.ubuy.com.eg/en/product/3U0HLTNS6-dell-inspiron-15-3511-15-6-inch-fhd-non-touch-laptop-intel-core-i3-1115g4-8gb-ddr4-ram-256gb-ssd-intel-uhd-graphics-windows-11-home-carbon,1,0,Dell,1,13179.0,ubuy
229, Intel Core i5-1135G7,integrated,15.6,12.0,256,https://www.ubuy.com.eg/en/product/3U0HLTNS6-dell-inspiron-15-3511-15-6-inch-fhd-non-touch-laptop-intel-core-i3-1115g4-8gb-ddr4-ram-256gb-ssd-intel-uhd-graphics-windows-11-home-carbon,1,0,Dell,1,12989.0,ubuy
230, Intel Core i5-1135G7,intel uhd graphics with shared graphics memory,15.6,12.0,256,https://www.ubuy.com.eg/en/product/3U0HLTNS6-dell-inspiron-15-3511-15-6-inch-fhd-non-touch-laptop-intel-core-i3-1115g4-8gb-ddr4-ram-256gb-ssd-intel-uhd-graphics-windows-11-home-carbon,1,0,Dell,1,13179.0,ubuy
231, Intel Core i5-1135G7,iris xe,15.6,12.0,256,https://www.ubuy.com.eg/en/product/3U0HLTNS6-dell-inspiron-15-3511-15-6-inch-fhd-non-touch-laptop-intel-core-i3-1115g4-8gb-ddr4-ram-256gb-ssd-intel-uhd-graphics-windows-11-home-carbon,1,0,Dell,1,12989.0,ubuy
232, Intel Core i5-1135G7,integrated,15.6,12.0,256,https://www.ubuy.com.eg/en/product/3U0HLTNS6-dell-inspiron-15-3511-15-6-inch-fhd-non-touch-laptop-intel-core-i3-1115g4-8gb-ddr4-ram-256gb-ssd-intel-uhd-graphics-windows-11-home-carbon,1,0,Dell,1,12989.0,ubuy
233, Intel Core i5-1135G7,iris xe,15.6,8.0,256,https://www.ubuy.com.eg/en/product/3U0HLTNS6-dell-inspiron-15-3511-15-6-inch-fhd-non-touch-laptop-intel-core-i3-1115g4-8gb-ddr4-ram-256gb-ssd-intel-uhd-graphics-windows-11-home-carbon,1,0,Dell,1,13179.0,ubuy
234, Intel Core i5-1135G7,integrated,15.6,8.0,256,https://www.ubuy.com.eg/en/product/3U0HLTNS6-dell-inspiron-15-3511-15-6-inch-fhd-non-touch-laptop-intel-core-i3-1115g4-8gb-ddr4-ram-256gb-ssd-intel-uhd-graphics-windows-11-home-carbon,1,0,Dell,1,12989.0,ubuy
235, Intel Core i3-1115G4,intel uhd graphics with shared graphics memory,15.6,8.0,256,https://www.ubuy.com.eg/en/product/3U0HLTNS6-dell-inspiron-15-3511-15-6-inch-fhd-non-touch-laptop-intel-core-i3-1115g4-8gb-ddr4-ram-256gb-ssd-intel-uhd-graphics-windows-11-home-carbon,1,0,Dell,1,9563.0,ubuy
236, Intel Core i5-1135G7,intel uhd graphics with shared graphics memory,15.6,12.0,256,https://www.ubuy.com.eg/en/product/3U0HLTNS6-dell-inspiron-15-3511-15-6-inch-fhd-non-touch-laptop-intel-core-i3-1115g4-8gb-ddr4-ram-256gb-ssd-intel-uhd-graphics-windows-11-home-carbon,1,0,Dell,1,12989.0,ubuy
237, AMD Ryzen 9 5900HX,rtx 3050ti,16,32.0,1000,https://www.ubuy.com.eg/en/product/49AAHO0RQ-asus-vivobook-pro-16x-oled-slim-laptop-16-wquxga-16-10-display-amd-ryzen-9-5900hx-cpu-nvidia-geforce-rtx-3050-ti-32gb-ram-1tb-ssd-windows-11,1,0,ASUS,1,36016.0,ubuy
238, Intel Core i7-11800H,geforce rtx 3050 ti,17.3,16.0,512,https://www.ubuy.com.eg/en/product/3NEX255L8-asus-tuf-gaming-f17-gaming-laptop-17-3-144hz-full-hd-ips-type-intel-core-i7-11800h-processor-geforce-rtx-3050-ti-16gb-ddr4-512gb-pcie-ssd,1,0,ASUS,0,25465.0,ubuy
239, Intel Core i7-10870H,geforce rtx 3070,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/13KSB6AK-asus-zenbook-pro-duo-15-oled-ux582-laptop-15-6-oled-4k-uhd-touch-display-intel-core-i7-10870h-16gb-r,1,0,ASUS,1,50839.0,ubuy
240, Intel Core i5-1135G7,intel iris xe graphics,15.6,12.0,512,https://www.ubuy.com.eg/en/product/47ZLF66G8-lenovo-ideapad-15-6-fhd-touchscreen-laptop-intel-core-i5-1135g7-quad-core-processor-beats-i7-1065g7-intel-iris-xe-graphics-20gb-ram-512gb,1,0,Lenovo,1,15505.0,ubuy
241, Intel Core i5-1135G7,intel iris xe graphics,15.6,20.0,1000,https://www.ubuy.com.eg/en/product/47ZLF66G8-lenovo-ideapad-15-6-fhd-touchscreen-laptop-intel-core-i5-1135g7-quad-core-processor-beats-i7-1065g7-intel-iris-xe-graphics-20gb-ram-512gb,1,0,Lenovo,1,16985.0,ubuy
242, Intel Core i5-1135G7,intel iris xe graphics,15.6,20.0,2000,https://www.ubuy.com.eg/en/product/47ZLF66G8-lenovo-ideapad-15-6-fhd-touchscreen-laptop-intel-core-i5-1135g7-quad-core-processor-beats-i7-1065g7-intel-iris-xe-graphics-20gb-ram-512gb,1,0,Lenovo,1,21215.0,ubuy
243, Intel Core i5-1135G7,intel iris xe graphics,15.6,20.0,512,https://www.ubuy.com.eg/en/product/47ZLF66G8-lenovo-ideapad-15-6-fhd-touchscreen-laptop-intel-core-i5-1135g7-quad-core-processor-beats-i7-1065g7-intel-iris-xe-graphics-20gb-ram-512gb,1,0,Lenovo,1,15928.0,ubuy
244, Intel Core i5-1135G7,intel iris xe graphics,15.6,36.0,1000,https://www.ubuy.com.eg/en/product/47ZLF66G8-lenovo-ideapad-15-6-fhd-touchscreen-laptop-intel-core-i5-1135g7-quad-core-processor-beats-i7-1065g7-intel-iris-xe-graphics-20gb-ram-512gb,1,0,Lenovo,1,19523.0,ubuy
245, Intel Core i5-1135G7,intel iris xe graphics,15.6,36.0,2000,https://www.ubuy.com.eg/en/product/47ZLF66G8-lenovo-ideapad-15-6-fhd-touchscreen-laptop-intel-core-i5-1135g7-quad-core-processor-beats-i7-1065g7-intel-iris-xe-graphics-20gb-ram-512gb,1,0,Lenovo,1,22906.0,ubuy
246, Intel Core i3-1115G4,intel uhd graphics,15.6,20.0,1000,https://www.ubuy.com.eg/en/product/46MZ3Z9A2-2022-newest-lenovo-ideapad-3-laptop-15-6-fhd-display-intel-dual-core-processor-intel-uhd-graphics-8gb-ram-256gb-pcie-ssd-fingerprint,1,0,2022,1,13179.0,ubuy
247, Intel Core i3-1115G4,intel uhd graphics,15.6,8.0,256,https://www.ubuy.com.eg/en/product/46MZ3Z9A2-2022-newest-lenovo-ideapad-3-laptop-15-6-fhd-display-intel-dual-core-processor-intel-uhd-graphics-8gb-ram-256gb-pcie-ssd-fingerprint,1,0,2022,1,10642.0,ubuy
248, Intel Core i7-11800H,rtx 3060 6gb gddr6,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/47BJTR0XS-msi-crosshr15084-crosshair-15-15-6-inch-gaming-laptop-i7-16gb-1tb-windows-10,1,0,MSI,0,32310.0,ubuy
249,"2.1 GHz base clock, up to 3.7 GHz max boost clock",radeon vega 8,15.6,8.0,0,https://www.ubuy.com.eg/en/product/4W1K3OO-hp-pavilion-laptop-15-6-fhd-amd-ryzen-5-3500u-amd-radeon-vega-8-8gb-sdram-1tb-hdd-128gb-ssd-15-cw106,2,1000,HP,1,25088.0,ubuy
250,AMD Ryzen™ 5 3500U Mobile Processor with Radeon™ Vega 8 Graphics,radeon vega 8 graphics,14.1,8.0,256,https://www.ubuy.com.eg/en/product/1PUBFZTVA-evoo-14-1-ultra-slim-notebook-elite-series-fhd-display-amd-ryzen-5-3500u-processor-with-radeon-vega-8-graphics-8gb-ram-256gb-ssd-hd-webcam,2,256,EVOO,1,9730.0,ubuy
251,AMD Ryzen™ 5 3500U Mobile Processor with Radeon™ Vega 8 Graphics,radeon vega 8 graphics,14.1,8.0,256,https://www.ubuy.com.eg/en/product/1PUBFZTVA-evoo-14-1-ultra-slim-notebook-elite-series-fhd-display-amd-ryzen-5-3500u-processor-with-radeon-vega-8-graphics-8gb-ram-256gb-ssd-hd-webcam,2,256,EVOO,1,6627.0,ubuy
252,AMD Ryzen 9,geforce rtx 3080,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/3VA4EW06M-asus-rog-strix-scar-15-g533-g533qs-ds96-15-6-gaming-notebook-full-hd-1920-x-1080-amd-ryzen-9-5900hx-3-30-ghz-16-gb-ram-1-tb-ssd-black,2,1000,ASUS,1,46438.0,ubuy
253,Intel Core i7-11800H 2.3GHz,geforce rtx 3050 ti ,15.6,8.0,512,https://www.ubuy.com.eg/en/product/1IK6THJG6-msi-sword-15-6-gaming-laptop-intel-core-i7-nvidia-geforce-rtx-3050ti-512gb-ssd-8gb-memory-black-sword15001-notebook-pc-computer-11ud-001,2,512,MSI,0,27616.0,ubuy
254, AMD Ryzen 3 3250U,ryzen 3 3250u,15,8.0,256,https://www.ubuy.com.eg/en/product/3K4TTO-hp-15-inch-touchscreen-laptop-amd-ryzen-3-3250u-8-gb-ram-256-gb-ssd-windows-10-home-in-s-mode-15-ef1,1,0,HP,1,8631.0,ubuy
255,Intel i5-1035G,intel i5-1035g1 quad co,15.6,12.0,256,https://www.ubuy.com.eg/en/product/7OKH1I-lenovo-ideapad-3-intel-i5-1035g1-quad-core-12gb-ram-256gb-ssd-15-6-inch-touch-screen-laptop,1,0,Lenovo,1,11382.0,ubuy
256,.6 Inch FHD 1080P,radeon vega 3,15.6,16.0,256,https://www.ubuy.com.eg/en/product/CFXZKMY-2020-asus-vivobook-15-15-6-inch-fhd-1080p-laptop-amd-ryzen-3-3200u-up-to-3-5ghz-16gb-ddr4-ram-256gb,1,0,2020,1,10705.0,ubuy
257, AMD Ryzen 7-4800H,geforce rtx 3060,17.3,8.0,512,https://www.ubuy.com.eg/en/product/47NEB63EG-2021-asus-rog-strix-g17-17-3-fhd-144hz-gaming-laptop-computer-amd-ryzen-7-4800h-8-core-64gb-ram-2tb-pcie-ssd-backlit-keyboard-nvidia,1,0,2021,0,31153.0,ubuy
258, AMD Ryzen 7-4800H,geforce rtx 3060,17.3,8.0,512,https://www.ubuy.com.eg/en/product/47NEB63EG-2021-asus-rog-strix-g17-17-3-fhd-144hz-gaming-laptop-computer-amd-ryzen-7-4800h-8-core-64gb-ram-2tb-pcie-ssd-backlit-keyboard-nvidia,1,0,2021,0,31153.0,ubuy
259, AMD Ryzen 7-4800H,geforce rtx 3060 graphi,17.3,16.0,1000,https://www.ubuy.com.eg/en/product/47NEB63EG-2021-asus-rog-strix-g17-17-3-fhd-144hz-gaming-laptop-computer-amd-ryzen-7-4800h-8-core-64gb-ram-2tb-pcie-ssd-backlit-keyboard-nvidia,1,0,2021,0,32842.0,ubuy
260, AMD Ryzen 7-4800H,geforce rtx 3060,17.3,8.0,512,https://www.ubuy.com.eg/en/product/47NEB63EG-2021-asus-rog-strix-g17-17-3-fhd-144hz-gaming-laptop-computer-amd-ryzen-7-4800h-8-core-64gb-ram-2tb-pcie-ssd-backlit-keyboard-nvidia,1,0,2021,0,31153.0,ubuy
261, AMD Ryzen 7-4800H,geforce rtx 3060,17.3,16.0,512,https://www.ubuy.com.eg/en/product/47NEB63EG-2021-asus-rog-strix-g17-17-3-fhd-144hz-gaming-laptop-computer-amd-ryzen-7-4800h-8-core-64gb-ram-2tb-pcie-ssd-backlit-keyboard-nvidia,1,0,2021,0,31782.0,ubuy
262, AMD Ryzen 7-4800H,geforce rtx 3060,17.3,8.0,512,https://www.ubuy.com.eg/en/product/47NEB63EG-2021-asus-rog-strix-g17-17-3-fhd-144hz-gaming-laptop-computer-amd-ryzen-7-4800h-8-core-64gb-ram-2tb-pcie-ssd-backlit-keyboard-nvidia,1,0,2021,0,31153.0,ubuy
263, AMD Ryzen 7-4800H,geforce rtx 3060 graphi,17.3,32.0,1000,https://www.ubuy.com.eg/en/product/47NEB63EG-2021-asus-rog-strix-g17-17-3-fhd-144hz-gaming-laptop-computer-amd-ryzen-7-4800h-8-core-64gb-ram-2tb-pcie-ssd-backlit-keyboard-nvidia,1,0,2021,0,36016.0,ubuy
264, AMD Ryzen 7-4800H,geforce rtx 3060 graphi,17.3,64.0,2000,https://www.ubuy.com.eg/en/product/47NEB63EG-2021-asus-rog-strix-g17-17-3-fhd-144hz-gaming-laptop-computer-amd-ryzen-7-4800h-8-core-64gb-ram-2tb-pcie-ssd-backlit-keyboard-nvidia,1,0,2021,0,40246.0,ubuy
265, AMD Ryzen 7-4800H,geforce rtx 3060 graphi,17.3,32.0,2000,https://www.ubuy.com.eg/en/product/47NEB63EG-2021-asus-rog-strix-g17-17-3-fhd-144hz-gaming-laptop-computer-amd-ryzen-7-4800h-8-core-64gb-ram-2tb-pcie-ssd-backlit-keyboard-nvidia,1,0,2021,0,38131.0,ubuy
266, AMD Ryzen 7-4800H,geforce rtx 3060,17.3,8.0,512,https://www.ubuy.com.eg/en/product/47NEB63EG-2021-asus-rog-strix-g17-17-3-fhd-144hz-gaming-laptop-computer-amd-ryzen-7-4800h-8-core-64gb-ram-2tb-pcie-ssd-backlit-keyboard-nvidia,1,0,2021,0,31153.0,ubuy
267, AMD Ryzen 7-4800H,geforce rtx 3060 graphi,17.3,64.0,2000,https://www.ubuy.com.eg/en/product/47NEB63EG-2021-asus-rog-strix-g17-17-3-fhd-144hz-gaming-laptop-computer-amd-ryzen-7-4800h-8-core-64gb-ram-2tb-pcie-ssd-backlit-keyboard-nvidia,1,0,2021,0,40246.0,ubuy
268, Intel Core i5-11260H,geforce rtx 3050 graphi,17.3,64.0,2000,https://www.ubuy.com.eg/en/product/47NEB63EG-2021-asus-rog-strix-g17-17-3-fhd-144hz-gaming-laptop-computer-amd-ryzen-7-4800h-8-core-64gb-ram-2tb-pcie-ssd-backlit-keyboard-nvidia,1,0,2021,0,33902.0,ubuy
269, Intel Core i7-11370H,geforce mx450,13.3,16.0,512,https://www.ubuy.com.eg/en/product/13JTCG2KY-dell-inspiron-13-5310-13-3-inch-qhd-non-touch-laptop-intel-core-i7-11370h-16gb-ddr4-ram-512gb-ssd-nv,2,0,Dell,1,19649.0,ubuy
270,20T80005U,ryzen 5 4500u upto 4.0g,15.6,8.0,256,https://www.ubuy.com.eg/en/product/ERTXHQ6-lenovo-thinkpad-e15-20t80005us-laptop-15-6-fhd-display-amd-ryzen-5-4500u-upto-4-0ghz-8gb-ram-256gb-n,1,0,Lenovo,1,16753.0,ubuy
272, Intel Core i7-1165G7,geforce mx450,14,16.0,1000,https://www.ubuy.com.eg/en/product/4F3IH2BDY-asus-zenbook-duo-14-ux482-14-fhd-nanoedge-touch-display-core-i7-1195g7-geforce-mx450-16gb-ram-1tb-ssd-screenpad-plus-windows-11-pro-wifi-6e,1,0,ASUS,1,51431.0,ubuy
273, Intel Core i7-1165G7,geforce mx450,14,16.0,1000,https://www.ubuy.com.eg/en/product/4F3IH2BDY-asus-zenbook-duo-14-ux482-14-fhd-nanoedge-touch-display-core-i7-1195g7-geforce-mx450-16gb-ram-1tb-ssd-screenpad-plus-windows-11-pro-wifi-6e,1,0,ASUS,1,51431.0,ubuy
274,Core i7-1195G,geforce mx450,14,16.0,1000,https://www.ubuy.com.eg/en/product/4F3IH2BDY-asus-zenbook-duo-14-ux482-14-fhd-nanoedge-touch-display-core-i7-1195g7-geforce-mx450-16gb-ram-1tb-ssd-screenpad-plus-windows-11-pro-wifi-6e,1,0,ASUS,1,30763.0,ubuy
275,Core i7-1195G,geforce mx450,14,16.0,1000,https://www.ubuy.com.eg/en/product/4F3IH2BDY-asus-zenbook-duo-14-ux482-14-fhd-nanoedge-touch-display-core-i7-1195g7-geforce-mx450-16gb-ram-1tb-ssd-screenpad-plus-windows-11-pro-wifi-6e,1,0,ASUS,1,30763.0,ubuy
277,Intel i5-1135G,intel i5-1135g7 4-core,15.6,32.0,1000,https://www.ubuy.com.eg/en/product/JXMJ240G-dell-latitude-3510-home-and-business-laptop-intel-i5-10210u-4-core-16gb-ram-256gb-pcie-ssd-intel-uhd,1,0,2022,1,23963.0,ubuy
278,Intel i5-1135G,intel i5-1135g7 4-core,15.6,64.0,512,https://www.ubuy.com.eg/en/product/JXMJ240G-dell-latitude-3510-home-and-business-laptop-intel-i5-10210u-4-core-16gb-ram-256gb-pcie-ssd-intel-uhd,1,0,2022,1,44865.0,ubuy
279,Intel i5-1135G,intel i5-1135g7 4-core,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/JXMJ240G-dell-latitude-3510-home-and-business-laptop-intel-i5-10210u-4-core-16gb-ram-256gb-pcie-ssd-intel-uhd,1,0,2022,1,22483.0,ubuy
280,Intel i5-1135G,intel i5-1135g7 4-core,15.6,8.0,512,https://www.ubuy.com.eg/en/product/JXMJ240G-dell-latitude-3510-home-and-business-laptop-intel-i5-10210u-4-core-16gb-ram-256gb-pcie-ssd-intel-uhd,1,0,2022,1,16774.0,ubuy
281,Intel i5-1135G,intel i5-1135g7 4-core,15.6,16.0,256,https://www.ubuy.com.eg/en/product/JXMJ240G-dell-latitude-3510-home-and-business-laptop-intel-i5-10210u-4-core-16gb-ram-256gb-pcie-ssd-intel-uhd,1,0,2022,1,18148.0,ubuy
282,Intel i5-1135G,intel i5-1135g7 4-core,15.6,64.0,1000,https://www.ubuy.com.eg/en/product/JXMJ240G-dell-latitude-3510-home-and-business-laptop-intel-i5-10210u-4-core-16gb-ram-256gb-pcie-ssd-intel-uhd,1,0,2022,1,46980.0,ubuy
283,Intel i5-1135G,intel i5-1135g7 4-core,15.6,32.0,256,https://www.ubuy.com.eg/en/product/JXMJ240G-dell-latitude-3510-home-and-business-laptop-intel-i5-10210u-4-core-16gb-ram-256gb-pcie-ssd-intel-uhd,1,0,2022,1,21215.0,ubuy
284, Gen Intel i7-1165G7,intel i7-1165g7 4-core,15.6,16.0,256,https://www.ubuy.com.eg/en/product/JXMJ240G-dell-latitude-3510-home-and-business-laptop-intel-i5-10210u-4-core-16gb-ram-256gb-pcie-ssd-intel-uhd,1,0,2022,1,23118.0,ubuy
285,Intel i5-1135G,intel i5-1135g7 4-core,15.6,8.0,256,https://www.ubuy.com.eg/en/product/JXMJ240G-dell-latitude-3510-home-and-business-laptop-intel-i5-10210u-4-core-16gb-ram-256gb-pcie-ssd-intel-uhd,1,0,2022,1,17726.0,ubuy
286,Intel i5-1135G,intel i5-1135g7 4-core,15.6,8.0,256,https://www.ubuy.com.eg/en/product/JXMJ240G-dell-latitude-3510-home-and-business-laptop-intel-i5-10210u-4-core-16gb-ram-256gb-pcie-ssd-intel-uhd,1,0,2022,1,17726.0,ubuy
287, Gen Intel i7-1165G7,intel i7-1165g7 4-core,15.6,16.0,256,https://www.ubuy.com.eg/en/product/JXMJ240G-dell-latitude-3510-home-and-business-laptop-intel-i5-10210u-4-core-16gb-ram-256gb-pcie-ssd-intel-uhd,1,0,2022,1,23118.0,ubuy
288,Intel i5-1135G,intel i5-1135g7 4-core,15.6,16.0,512,https://www.ubuy.com.eg/en/product/JXMJ240G-dell-latitude-3510-home-and-business-laptop-intel-i5-10210u-4-core-16gb-ram-256gb-pcie-ssd-intel-uhd,1,0,2022,1,19734.0,ubuy
289,Intel i5-1135G,intel i5-1135g7 4-core,15.6,32.0,512,https://www.ubuy.com.eg/en/product/JXMJ240G-dell-latitude-3510-home-and-business-laptop-intel-i5-10210u-4-core-16gb-ram-256gb-pcie-ssd-intel-uhd,1,0,2022,1,21849.0,ubuy
290,Intel i7-1165G,intel i7-1165g7 4-core,15.6,8.0,256,https://www.ubuy.com.eg/en/product/JXMJ240G-dell-latitude-3510-home-and-business-laptop-intel-i5-10210u-4-core-16gb-ram-256gb-pcie-ssd-intel-uhd,1,0,2022,1,20580.0,ubuy
291,Intel i5-1135G,intel i5-1135g7 4-core,15.6,8.0,256,https://www.ubuy.com.eg/en/product/JXMJ240G-dell-latitude-3510-home-and-business-laptop-intel-i5-10210u-4-core-16gb-ram-256gb-pcie-ssd-intel-uhd,1,0,2022,1,17726.0,ubuy
292,Intel i5-1135G,intel i5-1135g7 4-core,15.6,8.0,256,https://www.ubuy.com.eg/en/product/JXMJ240G-dell-latitude-3510-home-and-business-laptop-intel-i5-10210u-4-core-16gb-ram-256gb-pcie-ssd-intel-uhd,1,0,2022,1,17726.0,ubuy
293, Dual-Core Celeron N3350,integrated,11.6,4.0,32,https://www.ubuy.com.eg/en/product/S05MQO-asus-chromebook-c223-laptop-11-6-hd-1366x768-anti-glare-display-intel-dual-core-celeron-n3350-proces,1,0,ASUS,1,2880.0,ubuy
294, Dual-Core Celeron N3350,integrated,11.6,4.0,32,https://www.ubuy.com.eg/en/product/S05MQO-asus-chromebook-c223-laptop-11-6-hd-1366x768-anti-glare-display-intel-dual-core-celeron-n3350-proces,1,0,ASUS,1,3643.0,ubuy
295, AMD Ryzen 3 3250U,ryzen 3 3250u ,15.6,8.0,1000,https://www.ubuy.com.eg/en/product/48D6F5OVQ-hp-pavilion-laptop-2022-model-15-6-hd-touchscreen-amd-ryzen-3-3250u-processor-beats-i7-7500u-16gb-ram-512gb-ssd-backlit-keyboard,1,0,HP,1,14659.0,ubuy
296, AMD Ryzen 3 3250U,ryzen 3 3250u ,15.6,8.0,256,https://www.ubuy.com.eg/en/product/48D6F5OVQ-hp-pavilion-laptop-2022-model-15-6-hd-touchscreen-amd-ryzen-3-3250u-processor-beats-i7-7500u-16gb-ram-512gb-ssd-backlit-keyboard,1,0,HP,1,13391.0,ubuy
