,Graphics Card,Processor,Screen Size(inch),brand,HDD(GB),SSD(GB),link,RAM(GB),OS,Normal,price EG,store
1310,nan,i7-6600U,15.6,Visit,0.0,128.0,https://www.newegg.com/p/1TS-000E-0FSS3,16.0,2,1,28538.43893770084,New Egg
1311,nan, Intel Core i7-7600U,14.0,Visit,0.0,256.0,https://www.newegg.com/p/1TS-000E-06W01,16.0,2,1,29458.67144120492,New Egg
1312,quadro p4000 8gb,Xeon E3-1535M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BU30,16.0,2,1,99019.63188315133,New Egg
1313,quadro p4000 8gb gpu, Intel Xeon E3-1535M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNJ9,8.0,2,1,64405.04391621117,New Egg
1314,intel hd graphics 6000 ,Intel Core i5,13.3,Visit,0.0,256.0,https://www.newegg.com/p/1XV-000E-002A8,8.0,0,1,19884.05546537076,New Egg
1315,quadro p4000 8gb,Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BU32,32.0,2,1,78840.06357902027,New Egg
1316,quadro m2200m 4gbbe the, Intel Xeon E3-1505M,15.6,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-070D6,64.0,2,1,56708.821698029795,New Egg
1317,quadro p3000 6gb,Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTN5,32.0,2,1,72101.26613439254,New Egg
1318,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,0.0,620500.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GU7,8.0,2,1,23014.83447489124,New Egg
1319,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BY79,16.0,2,1,49988.436268278114,New Egg
1320,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ43,32.0,2,1,76906.8020170369,New Egg
1321,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,2000.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HD6,32.0,2,1,32220.84191290724,New Egg
1322,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,1000.0,620256.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H64,16.0,1,1,25776.636706296038,New Egg
1323,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BN34,32.0,2,1,56727.23371290583,New Egg
1324,nan, Intel Core i7-7500U,14.0,Visit,0.0,512.0,https://www.newegg.com/p/1TS-000E-07EX0,16.0,2,1,32220.473672609718,New Egg
1325,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GV5,8.0,2,1,25776.636706296038,New Egg
1326,intel i7,Intel i7-7700H,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BRX2,32.0,2,1,52879.122603815136,New Egg
1327,nan,i7-6600U,15.6,Visit,0.0,1000.0,https://www.newegg.com/p/1TS-000E-0FSS0,16.0,2,1,31300.24116910564,New Egg
1328,quadro p3000 6gb,-Intel Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTC0,16.0,2,1,57684.65848645949,New Egg
1329,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,0.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HE8,8.0,2,1,26697.23745009764,New Egg
1330,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR05,64.0,2,1,75949.37724348324,New Egg
1331,nan, Intel Core i7-7500U,14.0,Visit,0.0,1000.0,https://www.newegg.com/p/1TS-000E-07F47,16.0,2,1,31299.87292880812,New Egg
1332,geforce gt650m discrete,Core i7-3630Q,15.6,Visit,1000.0,0.0,https://www.newegg.com/p/1TS-000E-0D759,8.0,2,0,18411.83075588324,New Egg
1333,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BYG9,16.0,2,1,78840.06357902027,New Egg
1334,quadro p3000 6gb gpu, Intel Xeon E3-1505M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BN18,64.0,2,1,69228.99181373155,New Egg
1335,quadro p3000 6gb,Xeon E3-1535M,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTR3,16.0,2,1,67295.7302517482,New Egg
1336,quadro p3000 6gb gpu, Intel Xeon E3-1505M,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BMX2,8.0,2,1,50945.86104183178,New Egg
1337,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTW1,16.0,2,1,99019.63188315133,New Egg
1338,quadro p3000 6gb,Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTA6,64.0,2,1,66338.30547819452,New Egg
1339,nan, Intel Core i7-7500U,14.0,Visit,0.0,180.0,https://www.newegg.com/p/1TS-000E-07U08,16.0,2,1,27617.83819389924,New Egg
1340,nan, Intel Core i7-7500U,14.0,Visit,0.0,128.0,https://www.newegg.com/p/1TS-000E-07EM0,16.0,2,1,28538.07069740332,New Egg
1341,geforce gt650m discrete,Core i7-3630Q,15.6,Visit,0.0,500.0,https://www.newegg.com/p/1TS-000E-0D769,8.0,2,0,20253.03224348644,New Egg
1342,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNB4,32.0,2,1,66338.30547819452,New Egg
1343,nan, Intel Core i7-7500U,14.0,Visit,0.0,256.0,https://www.newegg.com/p/1TS-000E-07T24,12.0,2,1,27617.83819389924,New Egg
1344,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2R3,32.0,2,1,56708.821698029795,New Egg
1345,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,0.0,620500.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H05,8.0,1,1,23014.83447489124,New Egg
1346,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSF4,16.0,2,1,76906.8020170369,New Egg
1347,nan, Intel Core i7-7500U,14.0,Visit,0.0,512.0,https://www.newegg.com/p/1TS-000E-0FWS6,12.0,2,1,28538.43893770084,New Egg
1348,quadro p3000 6gb gpu, Intel Xeon E3-1505M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BMZ4,32.0,2,1,52879.122603815136,New Egg
1349,quadro p3000 6gb gpu,Xeon E3-1535M,17.3,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BV74,64.0,2,1,79797.48835257393,New Egg
1350,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,1000.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H86,32.0,2,1,29459.03968150244,New Egg
1351,nan, Intel Core i7-7600U,14.0,Visit,0.0,128.0,https://www.newegg.com/p/1TS-000E-07FE7,16.0,2,1,32220.473672609718,New Egg
1352,quadro m2200m 4gbbe the, Intel Xeon E3-1505M,15.6,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-06ZW2,64.0,2,1,58734.14333439332,New Egg
1353,quadro p3000 6gb,Xeon E3-1535M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BVG3,64.0,2,1,86536.28579720164,New Egg
1354,nan, Intel Core i7-7500U,14.0,Visit,0.0,256.0,https://www.newegg.com/p/1TS-000E-07XE3,8.0,2,1,28538.43893770084,New Egg
1355,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BYH1,32.0,2,1,55751.39692447613,New Egg
1356,nan,Intel Core i7,14.0,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000E-07F14,16.0,2,1,38664.67887922091,New Egg
1357,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HV4,32.0,2,1,39585.64786332004,New Egg
1358,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNH1,16.0,2,1,85560.44900877195,New Egg
1359,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BN56,16.0,2,1,55751.39692447613,New Egg
1360,quadro p3000 6gb,Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BV06,32.0,2,1,64405.04391621117,New Egg
1361,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BVP9,32.0,2,1,106715.8541013327,New Egg
1362,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,1000500.0,0.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2T3,64.0,2,1,60759.46497075684,New Egg
1363,quadro p3000 6gb,Xeon E3-1505M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BV24,16.0,2,1,83645.5994616646,New Egg
1364,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,0.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HJ2,32.0,1,1,30379.64042530404,New Egg
1365,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BN24,8.0,2,1,52879.122603815136,New Egg
1366,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2J7,8.0,2,1,53670.839243484515,New Egg
1367,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,1000.0,1000500.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2J5,8.0,2,1,52658.17842530276,New Egg
1368,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H45,32.0,1,1,29459.03968150244,New Egg
1369,quadro p4000 8gb,Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTZ2,8.0,2,1,72101.26613439254,New Egg
1370,nan, Intel Core i7-7600U,14.0,Visit,0.0,256.0,https://www.newegg.com/p/1TS-000E-07F44,16.0,2,1,33141.07441641132,New Egg
1371,nvidia quadro p3000,Intel Xeon,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ12,8.0,2,1,48073.58672117079,New Egg
1372,nan,Core i7-4600U,12.5,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-x-series-x240/p/1TS-000E-0CY71,8.0,2,1,25316.33633439524,New Egg
1373,nan,Core i7-4600U,8.1,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-x-series-x240/p/1TS-000E-0CY70,8.0,2,1,25316.33633439524,New Egg
1374,nan,i7-6600U,15.6,Visit,0.0,512.0,https://www.newegg.com/p/1TS-000E-0FSR3,16.0,2,1,30011.4001277834,New Egg
1375,quadro p4000 8gb,Xeon E3-1535M,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BU26,16.0,2,1,76906.8020170369,New Egg
1376,quadro p4000 8gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR59,16.0,2,1,70186.41658728522,New Egg
1377,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BY73,64.0,2,1,67295.7302517482,New Egg
1378,quadro m520m,Core i7-7600U,15.6,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p51s-thinkpad-workstation/p/1TS-000E-0CZU7,16.0,2,1,44556.89187984868,New Egg
1379,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HF7,16.0,2,1,26697.23745009764,New Egg
1380,quadro p3000 6gb gpu,Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTK3,64.0,2,1,75949.37724348324,New Egg
1381,quadro p3000 6gb gpu, Intel Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BPN7,16.0,2,1,56727.23371290583,New Egg
1382,intel i7,Intel i7-7700H,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BRR6,8.0,2,1,72101.26613439254,New Egg
1383,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BY34,16.0,2,1,50945.86104183178,New Egg
1384,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,620256.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GU4,8.0,2,1,22094.23373108964,New Egg
1385,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HS6,8.0,2,1,37744.446375716834,New Egg
1386,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HU6,32.0,2,1,37744.446375716834,New Egg
1387,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GZ5,32.0,2,1,29459.03968150244,New Egg
1388,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR07,64.0,2,1,77882.6388054666,New Egg
1389,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNH9,32.0,2,1,89408.56011786262,New Egg
1390,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,620256.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GY5,32.0,1,1,25776.636706296038,New Egg
1391,quadro p3000 6gb,Xeon E3-1505M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BV30,32.0,2,1,69228.99181373155,New Egg
1392,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0DES0,64.0,2,1,71143.84136083888,New Egg
1393,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,0.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HH6,32.0,2,1,29459.03968150244,New Egg
1394,nan, Intel Core i7-7500U,14.0,Visit,0.0,1000.0,https://www.newegg.com/p/1TS-000E-07XH3,12.0,2,1,32220.84191290724,New Egg
1395,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ29,16.0,2,1,73058.6909079462,New Egg
1396,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ24,16.0,2,1,48073.58672117079,New Egg
1397,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0DEM4,32.0,2,1,58642.083260013154,New Egg
1398,quadro p4000 8gb,Xeon E3-1535M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BVY1,16.0,2,1,80754.91312612759,New Egg
1399,intel i7,Intel i7-7700H,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKP7,32.0,2,1,44225.4756120801,New Egg
1400,quadro p4000 8gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNT3,16.0,2,1,74034.52769637591,New Egg
1401,intel i7,Intel i7-7700H,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKH6,16.0,2,1,38444.10294100605,New Egg
1402,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNA2,16.0,2,1,67295.7302517482,New Egg
1403,nan, Quad Core i7-8665U,14.0,Visit,0.0,256.0,https://www.newegg.com/p/1TS-000E-0FX78,16.0,2,1,36823.84563191524,New Egg
1404,nan, Intel Core i7-7500U,14.0,Visit,0.0,180.0,https://www.newegg.com/p/1TS-000E-07TT7,24.0,2,1,28538.43893770084,New Egg
1405,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,0.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GX1,16.0,2,1,25776.636706296038,New Egg
1406,intel hd graphics 6000 ,Intel Core i5,13.3,Visit,0.0,256.0,https://www.newegg.com/p/1XV-000E-002A9,8.0,0,1,19423.755093469958,New Egg
1407,intel i7,Intel i7-7700H,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BRX8,64.0,2,1,58642.083260013154,New Egg
1408,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSM0,32.0,2,1,59599.50803356682,New Egg
1409,intel i7,Intel i7-7700H,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKJ0,16.0,2,1,40377.36450298941,New Egg
1410,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BPX5,16.0,2,1,60575.344821996514,New Egg
1411,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,1000.0,1000500.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2N3,16.0,2,1,52658.17842530276,New Egg
1412,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ33,32.0,2,1,49988.436268278114,New Egg
1413,intel i7,Intel i7-7700H,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKR7,64.0,2,1,53836.547377368806,New Egg
1414,quadro p4000 8gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BRB3,64.0,2,1,89408.56011786262,New Egg
1415,quadro p3000 6gb,Xeon E3-1505M,17.3,Visit,1000.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BV02,16.0,2,1,60575.344821996514,New Egg
1416,intel i7,Intel i7-7700H,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKH4,16.0,2,1,36529.253393898725,New Egg
1417,nan, Intel Core i7-7600U,14.0,Visit,0.0,1000.0,https://www.newegg.com/p/1TS-000E-07FG5,16.0,2,1,34982.27590401452,New Egg
1418,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BPZ7,32.0,2,1,74991.95246992957,New Egg
1419,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,1000.0,620500.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H66,16.0,2,1,26697.23745009764,New Egg
1420,intel i7,Intel i7-7700H,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKR1,32.0,2,1,48073.58672117079,New Egg
1421,intel i7,Intel i7-7700H,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BRS4,16.0,2,1,49031.01149472445,New Egg
1422,nan, Intel Core i7-7600U,14.0,Visit,0.0,256.0,https://www.newegg.com/p/1TS-000E-07F11,8.0,2,1,29458.67144120492,New Egg
1423,quadro p3000 6gb gpu,Xeon E3-1505M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BT56,16.0,2,1,63447.61914265751,New Egg
1424,nvidia quadro p1000,Intel Core i7,15.6,Visit,1000.0,0.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2P7,32.0,2,1,56708.821698029795,New Egg
1425,quadro p4000 8gb,Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BU04,32.0,2,1,77882.6388054666,New Egg
1426,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,2000.0,620256.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HC7,32.0,1,1,28538.43893770084,New Egg
1427,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTT5,8.0,2,1,68253.15502530186,New Egg
1428,nan,i7-6600U,15.6,Visit,0.0,256.0,https://www.newegg.com/p/1TS-000E-0FSW2,32.0,2,1,31300.24116910564,New Egg
1429,quadro p3000 6gb gpu,Xeon E3-1535M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BV68,32.0,2,1,97104.78233604401,New Egg
1430,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSF2,16.0,2,1,58642.083260013154,New Egg
1431,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BY41,16.0,2,1,48073.58672117079,New Egg
1432,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BPY3,16.0,2,1,69228.99181373155,New Egg
1433,quadro p4000 8gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNW8,32.0,2,1,99019.63188315133,New Egg
1434,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BVJ8,16.0,2,1,77882.6388054666,New Egg
1435,intel i7,Intel i7-7700H,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKG6,8.0,2,1,38444.10294100605,New Egg
1436,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSG4,32.0,2,1,57684.65848645949,New Egg
1437,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BPT3,16.0,2,1,56727.23371290583,New Egg
1438,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HV8,32.0,2,1,41426.849350923236,New Egg
1439,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR11,64.0,2,1,84603.02423521827,New Egg
1440,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0DEN2,64.0,2,1,68253.15502530186,New Egg
1441,intel i7,Intel i7-7700H,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKP5,16.0,2,1,44225.4756120801,New Egg
1442,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BYG7,16.0,2,1,60575.344821996514,New Egg
1443,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2S9,32.0,2,1,59746.804152575074,New Egg
